year,1-gram,count
2023,these,1
2023,m,1
2023,lower,1
2023,massacre,1
2023,wafts,1
2023,online,1
2023,low,1
2023,vulnerable,1
2023,occupy,1
2023,operates,1
2023,occupier,1
2023,nonsensical,1
2023,minimally,1
2023,toll,1
2023,muhammadshehad2,1
2023,unfit,1
2023,much,1
2023,undivided,1
2023,via,1
2023,metres,1
2023,uncovered,1
2023,messages,1
2023,unconscious,1
2023,most,1
2023,unclear,1
2023,unbearable,1
2023,unanimous,1
2023,their,1
2023,viable,1
2023,must,1
2023,names,1
2023,move,1
2023,unforgiving,1
2023,mercy,1
2023,uphold,1
2023,unsuccessful,1
2023,unrealistic,1
2023,unproven,1
2023,until,1
2023,missing,1
2023,mistaken,1
2023,up,1
2023,urgent,1
2023,vacuum,1
2023,unpopular,1
2023,urgently,1
2023,morning,1
2023,migration,1
2023,midnight,1
2023,unleashed,1
2023,uninhabitable,1
2023,unacceptable,1
2023,two,1
2023,non,1
2023,traffic,1
2023,treated,1
2023,mediation,1
2023,never,1
2023,translator,1
2023,news,1
2023,transferred,1
2023,next,1
2023,means,1
2023,medicine,1
2023,viral,1
2023,ministers,1
2023,toothpaste,1
2023,night,1
2023,mean,1
2023,tomorrow,1
2023,nightmare,1
2023,mediator,1
2023,member,1
2023,view,1
2023,nations,1
2023,merciful,1
2023,nationalities,1
2023,memory,1
2023,truth,1
2023,violating,1
2023,truce,1
2023,nationals,1
2023,nature,1
2023,violations,1
2023,nearly,1
2023,tricky,1
2023,trial,1
2023,negotiations,1
2023,neighbourhood,1
2023,neighbours,1
2023,treatment,1
2023,torture,1
2023,risk,1
2023,opponents,1
2023,the,1
2023,reads,1
2023,readying,1
2023,reality,1
2023,shots,1
2023,shot,1
2023,shortage,1
2023,shoot,1
2023,reasonableness,1
2023,shelter,1
2023,reasons,1
2023,shells,1
2023,rebuilding,1
2023,recognised,1
2023,reconsider,1
2023,several,1
2023,session,1
2023,record,1
2023,recovery,1
2023,reduced,1
2023,serving,1
2023,referring,1
2023,reforming,1
2023,sending,1
2023,siding,1
2023,readiness,1
2023,reach,1
2023,sky,1
2023,purchases,1
2023,pursuing,1
2023,pushing,1
2023,society,1
2023,so,1
2023,question,1
2023,snack,1
2023,smile,1
2023,quickly,1
2023,skyrocketed,1
2023,skateboarder,1
2023,sight,1
2023,situations,1
2023,quiet,1
2023,quitters,1
2023,rages,1
2023,raid,1
2023,sites,1
2023,single,1
2023,since,1
2023,silent,1
2023,re,1
2023,refuelling,1
2023,self,1
2023,regime,1
2023,run,1
2023,residents,1
2023,resign,1
2023,resolution,1
2023,respected,1
2023,safely,1
2023,safeguarded,1
2023,responsibilities,1
2023,sacrifice,1
2023,running,1
2023,responsible,1
2023,resumed,1
2023,sanitisation,1
2023,resumption,1
2023,ruined,1
2023,retreat,1
2023,retribution,1
2023,root,1
2023,returning,1
2023,revenge,1
2023,right,1
2023,roads,1
2023,risks,1
2023,warfare,1
2023,represent,1
2023,seen,1
2023,scope,1
2023,seems,1
2023,releasing,1
2023,relief,1
2023,security,1
2023,secure,1
2023,section,1
2023,sea,1
2023,relocate,1
2023,screen,1
2023,remarked,1
2023,remediation,1
2023,reports,1
2023,scientists,1
2023,scholar,1
2023,scene,1
2023,remind,1
2023,reopen,1
2023,scarves,1
2023,repeats,1
2023,repercussions,1
2023,replaced,1
2023,reporters,1
2023,punishment,1
2023,provided,1
2023,something,1
2023,performance,1
2023,sympathetic,1
2023,patients,1
2023,sway,1
2023,patrol,1
2023,swap,1
2023,pauses,1
2023,sustainable,1
2023,survival,1
2023,surrender,1
2023,percent,1
2023,permeates,1
2023,system,1
2023,perpetrators,1
2023,phase,1
2023,plants,1
2023,playing,1
2023,podcast,1
2023,stuck,1
2023,pointless,1
2023,points,1
2023,struggle,1
2023,populations,1
2023,party,1
2023,table,1
2023,possible,1
2023,terminated,1
2023,than,1
2023,opportunity,1
2023,opposed,1
2023,oppression,1
2023,options,1
2023,organs,1
2023,origin,1
2023,outbreak,1
2023,outdoors,1
2023,termination,1
2023,outside,1
2023,tactics,1
2023,overcrowded,1
2023,tension,1
2023,temple,1
2023,telling,1
2023,tell,1
2023,targets,1
2023,targeted,1
2023,overflowing,1
2023,talks,1
2023,overseas,1
2023,position,1
2023,post,1
2023,somewhere,1
2023,speaking,1
2023,project,1
2023,projects,1
2023,spokesperson,1
2023,split,1
2023,promote,1
2023,propaganda,1
2023,spell,1
2023,proper,1
2023,spectrum,1
2023,specialist,1
2023,spaces,1
2023,productive,1
2023,property,1
2023,prospect,1
2023,space,1
2023,prospects,1
2023,southeastern,1
2023,south,1
2023,protection,1
2023,source,1
2023,sorts,1
2023,proud,1
2023,profession,1
2023,probably,1
2023,strikes,1
2023,prayers,1
2023,posted,1
2023,posts,1
2023,power,1
2023,strike,1
2023,powerful,1
2023,strengthening,1
2023,streets,1
2023,powers,1
2023,strategy,1
2023,stopped,1
2023,pretzel,1
2023,pro,1
2023,prevail,1
2023,statements,1
2023,previous,1
2023,starvation,1
2023,price,1
2023,pride,1
2023,principles,1
2023,starlink,1
2023,standards,1
2023,prisons,1
2017,06,1
2024,GerAmbTLV,1
2023,warning,1
2024,news,1
2024,necessary,1
2024,need,1
2024,negative,1
2024,negotiated,1
2024,negotiator,1
2024,neighbourhood,1
2024,neighbours,1
2024,night,1
2024,motivate,1
2024,notice,1
2024,number,1
2024,obliterated,1
2024,occupation,1
2024,ochaopt,1
2024,offensive,1
2024,office,1
2024,multiple,1
2024,more,1
2024,old,1
2024,maniac,1
2024,lives,1
2024,living,1
2024,longer,1
2024,lose,1
2024,loss,1
2024,mahmoud,1
2024,making,1
2024,many,1
2024,monitor,1
2024,meetings,1
2024,mess,1
2024,million,1
2024,minute,1
2024,misconceived,1
2024,mistake,1
2024,mobile,1
2024,officials,1
2024,on,1
2024,foresee,1
2024,policies,1
2024,permanent,1
2024,persists,1
2024,person,1
2024,pivot,1
2024,placate,1
2024,point,1
2024,polarised,1
2024,policy,1
2024,percent,1
2024,political,1
2024,politics,1
2024,populations,1
2024,position,1
2024,possibility,1
2024,possible,1
2024,posted,1
2024,period,1
2024,people,1
2024,one,1
2024,option,1
2024,ongoing,1
2024,operate,1
2024,operates,1
2024,operation,1
2024,operations,1
2024,opposed,1
2024,oppressors,1
2024,or,1
2024,patrolled,1
2024,orchestrated,1
2024,order,1
2024,organisations,1
2024,our,1
2024,overwhelming,1
2024,part,1
2024,past,1
2024,live,1
2024,little,1
2024,lines,1
2024,horrendous,1
2024,happening,1
2024,haunt,1
2024,held,1
2024,hesitate,1
2024,him,1
2024,homeland,1
2024,hope,1
2024,horticulture,1
2024,growth,1
2024,host,1
2024,hostages,1
2024,hour,1
2024,hours,1
2024,houses,1
2024,hungry,1
2024,if,1
2024,handed,1
2024,grieve,1
2024,lights,1
2024,functional,1
2024,forgotten,1
2024,found,1
2024,freed,1
2024,front,1
2024,fronts,1
2024,fruitless,1
2024,fuel,1
2024,further,1
2024,governance,1
2024,futility,1
2024,gains,1
2024,gathering,1
2024,global,1
2024,globally,1
2024,goal,1
2024,goals,1
2024,imminent,1
2024,imperative,1
2024,implemented,1
2024,lands,1
2024,jail,1
2024,journalist,1
2024,kibbutz,1
2024,kick,1
2024,kill,1
2024,kitchen,1
2024,lamented,1
2024,lasting,1
2024,impossibility,1
2024,leaders,1
2024,leave,1
2024,led,1
2024,legitimate,1
2024,liability,1
2024,liberation,1
2024,light,1
2024,issues,1
2024,investigations,1
2024,investigated,1
2024,investigate,1
2024,in,1
2024,including,1
2024,incursion,1
2024,independence,1
2024,influx,1
2024,infrastructure,1
2024,injuries,1
2024,instead,1
2024,intensify,1
2024,intentional,1
2024,interests,1
2024,international,1
2024,internationally,1
2024,intimidation,1
2024,invasion,1
2024,posts,1
2024,potential,1
2024,power,1
2024,throughout,1
2024,terrorists,1
2024,there,1
2024,these,1
2024,things,1
2024,think,1
2024,this,1
2024,through,1
2024,time,1
2024,tensions,1
2024,told,1
2024,tomorrow,1
2024,too,1
2024,total,1
2024,towards,1
2024,traffic,1
2024,treaty,1
2024,territories,1
2024,tectonic,1
2024,stopping,1
2024,suit,1
2024,strip,1
2024,stripped,1
2024,stuck,1
2024,studies,1
2024,suffer,1
2024,suffers,1
2024,suggested,1
2024,supplied,1
2024,targets,1
2024,survive,1
2024,system,1
2024,take,1
2024,takes,1
2024,tallies,1
2024,tank,1
2024,target,1
2024,two,1
2024,unconditionally,1
2024,underscored,1
2024,without,1
2024,well,1
2024,when,1
2024,whole,1
2024,why,1
2024,wider,1
2024,wished,1
2024,within,1
2024,wondering,1
2024,unforgivable,1
2024,wordless,1
2024,work,1
2024,workweek,1
2024,world,1
2024,worsens,1
2024,yet,1
2024,zones,1
2024,websites,1
2024,website,1
2024,weaponry,1
2024,weaponizing,1
2024,unfortunately,1
2024,unlawfulness,1
2024,unprecedented,1
2024,until,1
2024,urge,1
2024,victory,1
2024,violate,1
2024,violence,1
2024,votes,1
2024,wait,1
2024,want,1
2024,warned,1
2024,waterway,1
2024,we,1
2024,weapon,1
2024,strikes,1
2024,stopped,1
2024,practical,1
2024,request,1
2024,regionally,1
2024,relation,1
2024,remains,1
2024,reported,1
2024,represent,1
2024,reprisal,1
2024,reprisals,1
2024,researchers,1
2024,recognise,1
2024,resign,1
2024,resistance,1
2024,restaurants,1
2024,result,1
2024,results,1
2024,retaliatory,1
2024,retribution,1
2024,recognition,1
2024,received,1
2024,stop,1
2024,programmes,1
2024,pre,1
2024,preliminary,1
2024,prepared,1
2024,present,1
2024,press,1
2024,pressure,1
2024,price,1
2024,progress,1
2024,rebuilt,1
2024,protest,1
2024,protracted,1
2024,psychologist,1
2024,question,1
2024,raise,1
2024,ranking,1
2024,reality,1
2024,return,1
2024,revive,1
2024,rolls,1
2024,source,1
2024,shocks,1
2024,sides,1
2024,signatories,1
2024,silence,1
2024,sin,1
2024,since,1
2024,something,1
2024,southern,1
2024,roof,1
2024,sovereign,1
2024,sovereignty,1
2024,spark,1
2024,staffer,1
2024,start,1
2024,started,1
2024,still,1
2024,shipping,1
2024,shelter,1
2024,she,1
2024,shadowbanned,1
2024,roots,1
2024,ruins,1
2024,sadly,1
2024,sadness,1
2024,safe,1
2024,said,1
2024,same,1
2024,sanitation,1
2024,say,1
2024,scale,1
2024,securely,1
2024,selling,1
2024,services,1
2024,settlements,1
2024,settlers,1
2024,forget,1
2024,flourish,1
2023,water,1
2024,Ministry,1
2024,Leyen,1
2024,Likud,1
2024,Long,1
2024,Look,1
2024,MI,1
2024,Mayorkas,1
2024,Milosevic,1
2024,Netanyahu,1
2024,Legislative,1
2024,Nicolai,1
2024,No,1
2024,November,1
2024,Now,1
2024,Ntshinga,1
2024,Obeid,1
2024,Palestine_UN,1
2024,Lemapal,1
2024,Kosovo,1
2024,Paul,1
2024,Initiative,1
2024,Hamoud,1
2024,Harb,1
2024,Hashem,1
2024,Hodzic,1
2024,Houthi,1
2024,HuffPost,1
2024,ISIS,1
2024,Institute,1
2024,Kingdom,1
2024,InstituteGC,1
2024,Iranian,1
2024,Israel,1
2024,IsraeliPM,1
2024,January,1
2024,Jerusalem,1
2024,Justice,1
2024,Patel,1
2024,Police,1
2024,firing,1
2024,Writer,1
2024,UNWRA,1
2024,Ukraine,1
2024,Union,1
2024,WCKitchen,1
2024,Watch,1
2024,Wednesday,1
2024,WhiteHouse,1
2024,Year,1
2024,UAE,1
2024,Yehuda,1
2024,Zaim,1
2024,abuses,1
2024,accept,1
2024,access,1
2024,according,1
2024,account,1
2024,UNRWA,1
2024,Times,1
2024,Project,1
2024,Seas,1
2024,Protect,1
2024,Punishment,1
2024,Qatar,1
2024,Ramallah,1
2024,Republic,1
2024,Risch,1
2024,Saturday,1
2024,State,1
2024,Thursday,1
2024,Strip,1
2024,Studies,1
2024,Study,1
2024,Sunday,1
2024,Syria,1
2024,System,1
2024,Territory,1
2024,Halkett,1
2024,Guest,1
2024,Group,1
2024,19,1
2023,your,1
2023,zone,1
2023,zones,1
2024,100,1
2024,12,1
2024,140,1
2024,15,1
2024,1948,1
2023,wrong,1
2024,1967,1
2024,1988,1
2024,2,1
2024,2008,1
2024,2014,1
2024,2022,1
2024,2023,1
2023,yet,1
2023,writes,1
2024,Globalization,1
2023,whom,1
2023,weapons,1
2023,weeks,1
2023,wept,1
2023,what,1
2023,where,1
2023,while,1
2023,whitewash,1
2023,why,1
2023,wounds,1
2023,willful,1
2023,win,1
2023,worried,1
2023,worse,1
2023,worshippers,1
2023,worst,1
2023,worthless,1
2024,26,1
2024,29,1
2024,30,1
2024,Europe,1
2024,City,1
2024,Committee,1
2024,Damascus,1
2024,December,1
2024,Egab,1
2024,Eid,1
2024,End,1
2024,Ex,1
2024,31,1
2024,Fendi,1
2024,Forces,1
2024,France,1
2024,Freedom,1
2024,Friday,1
2024,Gaza,1
2023,ll,1
2024,Cameron,1
2024,Call,1
2024,CENTCOM,1
2024,Building,1
2024,509,1
2024,9,1
2024,Abbott,1
2024,Abdullah,1
2024,Affairs,1
2024,Africa,1
2024,Agency,1
2024,Arabia,1
2024,Asia,1
2024,Association,1
2024,Balah,1
2024,Bank,1
2024,Bath,1
2024,Brisbane,1
2024,Brussels,1
2024,accountable,1
2024,action,1
2024,acts,1
2024,deeply,1
2024,cruise,1
2024,crushed,1
2024,cyberspace,1
2024,damaged,1
2024,danger,1
2024,dead,1
2024,decade,1
2024,dehumanising,1
2024,crimes,1
2024,delegation,1
2024,deliver,1
2024,delivered,1
2024,delivering,1
2024,dependence,1
2024,devastating,1
2024,died,1
2024,criminalised,1
2024,crackdowns,1
2024,commitment,1
2024,consider,1
2024,compromises,1
2024,concludes,1
2024,conditions,1
2024,confinement,1
2024,conflagration,1
2024,conform,1
2024,conscience,1
2024,consideration,1
2024,country,1
2024,content,1
2024,continuation,1
2024,continues,1
2024,contradictions,1
2024,convention,1
2024,corner,1
2024,costs,1
2024,difference,1
2024,different,1
2024,dignity,1
2024,expect,1
2024,enter,1
2024,entire,1
2024,evacuated,1
2024,evacuees,1
2024,excluding,1
2024,execution,1
2024,exit,1
2024,expressions,1
2024,disability,1
2024,extend,1
2024,facilitated,1
2024,facing,1
2024,fashion,1
2024,fed,1
2024,feels,1
2024,fighters,1
2024,enough,1
2024,end,1
2024,enclave,1
2024,emergency,1
2024,disgraceful,1
2024,displace,1
2024,distinguish,1
2024,do,1
2024,doing,1
2024,don,1
2024,dream,1
2024,duration,1
2024,dwindles,1
2024,earlier,1
2024,echo,1
2024,economy,1
2024,election,1
2024,eliminating,1
2024,else,1
2024,community,1
2024,comfort,1
2024,adviser,1
2024,asked,1
2024,approach,1
2024,approaches,1
2024,approval,1
2024,area,1
2024,armed,1
2024,arsenal,1
2024,aside,1
2024,asserted,1
2024,appealed,1
2024,assets,1
2024,attending,1
2024,author,1
2024,awarded,1
2024,back,1
2024,base,1
2024,basis,1
2024,applause,1
2024,apartheid,1
2024,comedian,1
2024,also,1
2024,affairs,1
2024,again,1
2024,agencies,1
2024,agency,1
2024,agenda,1
2024,aggression,1
2024,agreements,1
2024,altogether,1
2024,apart,1
2024,ammunition,1
2024,among,1
2024,an,1
2024,analyst,1
2024,anger,1
2024,anonymity,1
2024,anyone,1
2024,because,1
2024,behaviour,1
2024,behind,1
2024,cheaper,1
2024,cause,1
2024,ceasefire,1
2024,celebrate,1
2024,cell,1
2024,centre,1
2024,change,1
2024,channel,1
2024,children,1
2024,beings,1
2024,choice,1
2024,cities,1
2024,citizen,1
2024,citizenship,1
2024,coexistence,1
2024,combatants,1
2024,come,1
2024,catastrophic,1
2024,captives,1
2024,capacity,1
2024,cancelled,1
2024,benefits,1
2024,better,1
2024,beyond,1
2024,blame,1
2024,bond,1
2024,borders,1
2024,box,1
2024,break,1
2024,breath,1
2024,brought,1
2024,burial,1
2024,business,1
2024,by,1
2024,call,1
2024,campaigning,1
2023,locations,1
2023,functions,1
2023,living,1
2022,assert,1
2022,apartheid,1
2022,appalled,1
2022,appeasement,1
2022,area,1
2022,around,1
2022,arrested,1
2022,assassination,1
2022,assistance,1
2022,accept,1
2022,atrocities,1
2022,audio,1
2022,authority,1
2022,basic,1
2022,been,1
2022,besieged,1
2022,bet,1
2022,annually,1
2022,always,1
2022,also,1
2022,already,1
2022,account,1
2022,accountability,1
2022,accountable,1
2022,activism,1
2022,add,1
2022,added,1
2022,additional,1
2022,addressed,1
2022,administration,1
2022,again,1
2022,against,1
2022,agency,1
2022,ago,1
2022,agreement,1
2022,allowed,1
2022,bilateral,1
2022,boat,1
2022,breaks,1
2022,concessions,1
2022,consequences,1
2022,coordination,1
2022,country,1
2022,courts,1
2022,criminal,1
2022,criticised,1
2022,days,1
2022,death,1
2022,defence,1
2022,dehumanization,1
2022,deliveries,1
2022,demand,1
2022,demolishes,1
2022,destabilisation,1
2022,die,1
2022,conflict,1
2022,concern,1
2022,burial,1
2022,community,1
2022,cages,1
2022,call,1
2022,capital,1
2022,carried,1
2022,cause,1
2022,celebration,1
2022,centre,1
2022,charge,1
2022,checkpoints,1
2022,children,1
2022,citizenship,1
2022,clashes,1
2022,collusion,1
2022,coming,1
2022,comment,1
2022,according,1
2022,abroad,1
2021,walk,1
2022,Beirut,1
2022,74,1
2022,AgnesCallamard,1
2022,Akleh,1
2022,Alsahli,1
2022,Arabia,1
2022,Audio,1
2022,Bank,1
2022,Bennett,1
2022,above,1
2022,CC,1
2022,Council,1
2022,DC,1
2022,Development,1
2022,EP_President,1
2022,East,1
2022,Haaretz,1
2022,62,1
2022,4QOZtXbq2Y,1
2022,40,1
2022,25,1
2021,were,1
2021,what,1
2021,when,1
2021,with,1
2021,work,1
2021,worse,1
2021,you,1
2022,100,1
2022,12,1
2022,13,1
2022,15,1
2022,2000s,1
2022,2005,1
2022,2016,1
2022,2020,1
2022,Hamada,1
2022,Hill,1
2022,Horowitz,1
2022,RepRashida,1
2022,School,1
2022,September,1
2022,Shabbat,1
2022,Sous,1
2022,Sweden,1
2022,Territories,1
