word,term_frequency,document_frequency,tfidf_score
mannered,0,2,0.0
mankind,0,1,0.0
manna,0,1,0.0
mannan,0,4,0.0
manned,0,5,0.0
mannequin,0,1,0.0
mannequins,0,1,0.0
manner,0,95,0.0
mandab,0,2,0.0
manchester,0,19,0.0
malcolm,0,7,0.0
maliciously,0,1,0.0
malignant,0,5,0.0
maliha,0,1,0.0
malik,0,12,0.0
malika,0,80,0.0
maliki,0,12,0.0
malki,0,23,0.0
malkia,0,1,0.0
mall,0,14,0.0
malleable,0,1,0.0
malley,0,3,0.0
malls,0,6,0.0
malmo,0,3,0.0
malnourished,0,16,0.0
malnourishment,0,4,0.0
malnutrition,0,45,0.0
malpractice,0,2,0.0
mals,0,1,0.0
malign,0,7,0.0
malicious,0,4,0.0
manasseh,0,1,0.0
malian,0,1,0.0
maldives,0,5,0.0
maldivian,0,1,0.0
male,0,40,0.0
maleeha,0,3,0.0
malek,0,5,0.0
maleki,0,1,0.0
malema,0,1,0.0
males,0,13,0.0
malevolent,0,4,0.0
malfunction,0,3,0.0
malfunctioning,0,2,0.0
malfunctions,0,3,0.0
malha,0,1,0.0
malhis,0,1,0.0
malhotra,0,22,0.0
mali,0,4,0.0
maliactu,0,1,0.0
malta,0,25,0.0
maltese,0,6,0.0
maltreatment,0,2,0.0
maluku,0,1,0.0
manageable,0,3,0.0
manageably,0,1,0.0
managed,0,195,0.0
management,0,46,0.0
manager,0,50,0.0
managers,0,8,0.0
manages,0,21,0.0
managing,0,40,0.0
managua,0,1,0.0
manahil,0,1,0.0
manal,0,3,0.0
manama,0,4,0.0
manana,0,1,0.0
manar,0,6,0.0
manara,0,12,0.0
manasra,0,5,0.0
manassa,0,2,0.0
manage,0,55,0.0
manaf,0,1,0.0
manaa,0,1,0.0
mamilla,0,1,0.0
malware,0,1,0.0
malê,0,1,0.0
mama,0,11,0.0
mamadou,0,1,0.0
mamani,0,1,0.0
mamas,0,2,0.0
mamdani,0,2,0.0
maminta,0,1,0.0
man,0,483,0.0
mamlaka,0,1,0.0
mamluk,0,2,0.0
mamluks,0,2,0.0
mammoth,0,1,0.0
mamnooa,0,1,0.0
mamoon,0,1,0.0
mamoun,0,2,0.0
maghribi,0,1,0.0
maghen,0,1,0.0
loophole,0,2,0.0
lubbad,0,2,0.0
lubin,0,1,0.0
lubna,0,5,0.0
luc,0,2,0.0
lucas,0,4,0.0
lucho,0,1,0.0
luchoxbolivia,0,1,0.0
lucia,0,2,0.0
luciana,0,1,0.0
luciano,0,2,0.0
lucid,0,1,0.0
lucille,0,1,0.0
luck,0,7,0.0
luckier,0,1,0.0
luckiest,0,1,0.0
luckily,0,8,0.0
luckless,0,1,0.0
lucknow,0,6,0.0
lubban,0,6,0.0
luban,0,1,0.0
lucrative,0,5,0.0
lubad,0,1,0.0
lplsps2gci,0,1,0.0
lpxr7tnjcm,0,1,0.0
lq62koqi1f,0,1,0.0
lse,0,2,0.0
lseforpalestine,0,1,0.0
lsfc,0,1,0.0
lsfctoday,0,1,0.0
lsjmr6npd2,0,1,0.0
lsv,0,1,0.0
lswya24q7p,0,1,0.0
lt,0,5,0.0
ltamve1ukk,0,1,0.0
lthywjmner,0,1,0.0
ltte,0,1,0.0
lu,0,2,0.0
luanda,0,1,0.0
luay,0,3,0.0
lucky,0,38,0.0
lucy,0,2,0.0
maghazi,0,54,0.0
lulling,0,1,0.0
lumbers,0,1,0.0
luminaries,0,2,0.0
lummis,0,1,0.0
lump,0,1,0.0
lumped,0,1,0.0
lumping,0,1,0.0
lumpong,0,1,0.0
lumpur,0,10,0.0
lumsa,0,1,0.0
lumumba,0,1,0.0
lunacy,0,1,0.0
lunaire,0,1,0.0
lunar,0,3,0.0
lunatic,0,3,0.0
lunch,0,12,0.0
lunches,0,1,0.0
lunchtime,0,4,0.0
lulu,0,3,0.0
lullaby,0,1,0.0
lucyfrazermp,0,1,0.0
lull,0,8,0.0
ludicrous,0,4,0.0
ludicrousness,0,1,0.0
ludivine,0,1,0.0
lufan,0,1,0.0
luft,0,1,0.0
lufthansa,0,6,0.0
luggage,0,7,0.0
lugs,0,1,0.0
luigi,0,2,0.0
luis,0,8,0.0
luisa,0,1,0.0
luiz,0,12,0.0
luke,0,2,0.0
lukewarm,0,3,0.0
lukman,0,1,0.0
lula,0,11,0.0
lulaoficial,0,1,0.0
lpaienzmcl,0,1,0.0
lozenges,0,1,0.0
lozaro,0,1,0.0
lorenzo,0,1,0.0
los,0,24,0.0
lose,0,147,0.0
loser,0,1,0.0
losers,0,3,0.0
loses,0,25,0.0
losing,0,151,0.0
losses,0,74,0.0
lost,0,501,0.0
lot,0,309,0.0
lotem,0,1,0.0
lotfi,0,1,0.0
lothar,0,1,0.0
lots,0,38,0.0
lotte,0,1,0.0
lottery,0,2,0.0
lotus,0,1,0.0
lou,0,3,0.0
lorries,0,1,0.0
loreley,0,1,0.0
loz,0,2,0.0
loreen,0,1,0.0
loopholes,0,3,0.0
loops,0,1,0.0
loosely,0,6,0.0
loosen,0,4,0.0
loosened,0,7,0.0
loosening,0,5,0.0
looser,0,1,0.0
loot,0,1,0.0
looted,0,10,0.0
looters,0,1,0.0
looting,0,9,0.0
lopez,0,6,0.0
lopsided,0,4,0.0
lord,0,6,0.0
lorde,0,1,0.0
lords,0,10,0.0
lore,0,1,0.0
louati,0,1,0.0
louay,0,2,0.0
loubani,0,2,0.0
loud,0,60,0.0
loves,0,12,0.0
loving,0,18,0.0
lovingly,0,2,0.0
low,0,142,0.0
lowcock,0,1,0.0
lowe,0,1,0.0
lower,0,94,0.0
lowered,0,6,0.0
lowering,0,3,0.0
lowers,0,1,0.0
lowest,0,11,0.0
lowkey,0,1,0.0
lowlands,0,1,0.0
lows,0,4,0.0
loyal,0,12,0.0
loyalists,0,4,0.0
loyalty,0,18,0.0
lovers,0,3,0.0
lover,0,3,0.0
lovely,0,9,0.0
louisiana,0,6,0.0
louder,0,20,0.0
loudest,0,7,0.0
loudhailers,0,1,0.0
loudly,0,12,0.0
loudspeaker,0,3,0.0
loudspeakers,0,20,0.0
louis,0,17,0.0
louk,0,1,0.0
loveisrael,0,1,0.0
louli,0,1,0.0
lounge,0,1,0.0
lousy,0,1,0.0
lovatt,0,3,0.0
love,0,133,0.0
lovebirds,0,1,0.0
loved,0,206,0.0
lund,0,1,0.0
lung,0,9,0.0
lunge,0,1,0.0
macho,0,2,0.0
mack,0,2,0.0
mackenzie,0,2,0.0
mackey,0,1,0.0
mackinac,0,1,0.0
mackintosh,0,1,0.0
macklemore,0,1,0.0
macky,0,1,0.0
macmanus,0,4,0.0
macro,0,2,0.0
macroeconomic,0,3,0.0
macron,0,40,0.0
macrons,0,1,0.0
mad,0,7,0.0
mada,0,6,0.0
madagascar,0,2,0.0
madama,0,2,0.0
madani,0,1,0.0
machsom,0,1,0.0
machinery,0,21,0.0
maboula,0,1,0.0
machineries,0,1,0.0
mabrouka,0,1,0.0
macabre,0,1,0.0
macarena,0,1,0.0
macaskill,0,1,0.0
maccabi,0,1,0.0
maccabim,0,1,0.0
macdonald,0,1,0.0
macedonia,0,2,0.0
mach,0,1,0.0
machash,0,1,0.0
machetes,0,1,0.0
machiavellian,0,2,0.0
machinations,0,2,0.0
machine,0,76,0.0
machinegun,0,4,0.0
machinegunning,0,1,0.0
machineguns,0,3,0.0
madar,0,3,0.0
madaris,0,1,0.0
maddens,0,1,0.0
maddie,0,1,0.0
maffei,0,1,0.0
mafi,0,1,0.0
mafia,0,6,0.0
mafraq,0,1,0.0
mag,0,1,0.0
maga,0,2,0.0
magadli,0,1,0.0
magazine,0,42,0.0
magazines,0,5,0.0
magda,0,2,0.0
magdi,0,1,0.0
magdy,0,1,0.0
maged,0,1,0.0
magee,0,1,0.0
magen,0,18,0.0
magennis,0,1,0.0
maghari,0,2,0.0
maes,0,1,0.0
maersk,0,19,0.0
maen,0,1,0.0
madinah,0,2,0.0
maddy,0,1,0.0
madeleine,0,3,0.0
madeline,0,1,0.0
madhani,0,1,0.0
madhav,0,1,0.0
madhoun,0,5,0.0
madi,0,2,0.0
madinat,0,1,0.0
mads,0,7,0.0
madison,0,1,0.0
madly,0,2,0.0
madness,0,17,0.0
madonsela,0,2,0.0
madrid,0,31,0.0
madridista,0,1,0.0
madroud,0,1,0.0
mabrook,0,1,0.0
mabhouh,0,2,0.0
lungs,0,9,0.0
luxon,0,1,0.0
luxury,0,20,0.0
luz,0,1,0.0
lv2w6r5o1w,0,1,0.0
lvova,0,1,0.0
lwdjzrjnyt,0,1,0.0
lwku3kzov1,0,1,0.0
lwttpnuscs,0,1,0.0
lyamin,0,1,0.0
lyd,0,1,0.0
lydd,0,17,0.0
lydda,0,3,0.0
lying,0,98,0.0
lyman,0,1,0.0
lyn,0,1,0.0
lynch,0,5,0.0
lynched,0,1,0.0
lynching,0,3,0.0
luxuries,0,1,0.0
luxembourg,0,13,0.0
mab,0,1,0.0
luwayne,0,1,0.0
lupita,0,1,0.0
lupovitch,0,1,0.0
lupus,0,1,0.0
lure,0,4,0.0
lured,0,3,0.0
lurie,0,1,0.0
lurking,0,1,0.0
lusail,0,1,0.0
lush,0,2,0.0
lustick,0,4,0.0
lustik,0,1,0.0
lutfi,0,3,0.0
lutfiyeh,0,2,0.0
luther,0,4,0.0
lutheran,0,11,0.0
lutherans,0,1,0.0
luton,0,1,0.0
lynchings,0,2,0.0
lynchpin,0,1,0.0
lyndon,0,4,0.0
lynk,0,9,0.0
m830a1,0,1,0.0
ma,0,22,0.0
ma5fijqlr9,0,1,0.0
maait,0,1,0.0
maale,0,12,0.0
maaleh,0,3,0.0
maali,0,2,0.0
maamar,0,1,0.0
maan,0,16,0.0
maariv,0,1,0.0
maaroub,0,1,0.0
maarouf,0,7,0.0
maas,0,5,0.0
maatan,0,4,0.0
maatiti6,0,1,0.0
maayah,0,3,0.0
maazouz,0,1,0.0
m7mdkurd,0,5,0.0
m4x1yizvxl,0,1,0.0
m4obuk5t1t,0,1,0.0
m107,0,1,0.0
lynn,0,18,0.0
lynnhastings,0,4,0.0
lyon,0,3,0.0
lyqalsibi1,0,1,0.0
lyrical,0,1,0.0
lyrics,0,5,0.0
lópez,0,2,0.0
m16,0,9,0.0
m4d022mui7,0,1,0.0
m1q52an53z,0,1,0.0
m1qwe1n0l0,0,1,0.0
m270,0,2,0.0
m2996ceagj,0,1,0.0
m2eeqsjv0r,0,1,0.0
m2kbc2ayua,0,1,0.0
m4,0,3,0.0
moderates,0,4,0.0
moderation,0,14,0.0
packed,0,72,0.0
nydiavelazquez,0,1,0.0
nyeulllwcm,0,1,0.0
nyk,0,3,0.0
nylon,0,4,0.0
nyong,0,1,0.0
nypd,0,1,0.0
nyrabia,0,1,0.0
nyt,0,2,0.0
nytimes,0,2,0.0
nyu,0,1,0.0
nyup4nvpk7,0,1,0.0
nzw83ivpac,0,1,0.0
o5alu7dca6,0,1,0.0
o6gp7hedha,0,1,0.0
o8mm9jmlxo,0,1,0.0
oak,0,2,0.0
oakland,0,6,0.0
oaktree,0,1,0.0
nye,0,1,0.0
nydia,0,1,0.0
oath,0,5,0.0
nycmayor,0,1,0.0
nutritionist,0,2,0.0
nutritious,0,2,0.0
nuts,0,2,0.0
nutshell,0,1,0.0
nuwaimah,0,1,0.0
nuwara,0,1,0.0
nuweiba,0,2,0.0
nuzeini,0,1,0.0
nuzha,0,1,0.0
nvidia,0,2,0.0
nwarikoo,0,2,0.0
nwtwork,0,1,0.0
nwwngqefir,0,1,0.0
nxot2zzvlv,0,1,0.0
ny,0,6,0.0
nyayapathi,0,1,0.0
nyc,0,6,0.0
oasis,0,1,0.0
oaths,0,1,0.0
npr,0,3,0.0
obfuscated,0,1,0.0
obfuscating,0,3,0.0
obfuscation,0,2,0.0
obfuscations,0,1,0.0
obituary,0,1,0.0
object,0,31,0.0
objected,0,16,0.0
objecting,0,3,0.0
objection,0,10,0.0
objectionable,0,7,0.0
objections,0,28,0.0
objective,0,58,0.0
objectively,0,6,0.0
objectives,0,52,0.0
objectivity,0,9,0.0
objector,0,1,0.0
objectors,0,4,0.0
objects,0,40,0.0
obfuscates,0,4,0.0
obfuscate,0,6,0.0
oau,0,3,0.0
obeying,0,1,0.0
obadiah,0,1,0.0
obaid,0,8,0.0
obaida,0,5,0.0
obama,0,36,0.0
obayat,0,1,0.0
obcco8l8aj,0,1,0.0
obdurate,0,1,0.0
obedience,0,1,0.0
obedient,0,6,0.0
obediently,0,1,0.0
obeid,0,6,0.0
obeida,0,14,0.0
obeideh,0,1,0.0
obeidi,0,2,0.0
obeidiyah,0,1,0.0
obey,0,10,0.0
obeyed,0,1,0.0
nutritionally,0,1,0.0
nutritional,0,3,0.0
nutrition,0,7,0.0
ntv,0,1,0.0
nuance,0,4,0.0
nuanced,0,9,0.0
nuances,0,2,0.0
nucleus,0,1,0.0
nudge,0,5,0.0
nudged,0,1,0.0
nudges,0,1,0.0
nudging,0,1,0.0
nudity,0,2,0.0
nuestra,0,1,0.0
nufdi,0,1,0.0
nufdiran,0,1,0.0
nuisance,0,2,0.0
nuj,0,1,0.0
nujaba,0,3,0.0
nujoom,0,1,0.0
nukara,0,4,0.0
ntwali,0,1,0.0
ntshinga,0,1,0.0
nutrient,0,1,0.0
ntshavheni,0,2,0.0
nq5kbzzva7,0,1,0.0
nqg4zfi6by,0,1,0.0
nrc,0,6,0.0
nrc_egeland,0,1,0.0
nrfudifuth,0,1,0.0
nrk3k7rcsg,0,1,0.0
nrw8elsjxf,0,1,0.0
nsa,0,1,0.0
nsm,0,2,0.0
nso,0,9,0.0
nsw,0,1,0.0
nt,0,2,0.0
nt5hemh2gm,0,1,0.0
ntarnopolsky,0,1,0.0
ntb,0,1,0.0
nteu,0,1,0.0
ntow8hldao,0,1,0.0
nukes,0,1,0.0
null,0,7,0.0
nullification,0,1,0.0
nullified,0,2,0.0
nurseirat,0,1,0.0
nurseries,0,1,0.0
nursery,0,9,0.0
nurses,0,48,0.0
nursing,0,6,0.0
nurture,0,5,0.0
nurtured,0,4,0.0
nurturing,0,1,0.0
nuruzi,0,1,0.0
nusair,0,1,0.0
nuseibah,0,4,0.0
nuseibeh,0,1,0.0
nuseirat,0,75,0.0
nusira,0,1,0.0
nusirate,0,1,0.0
nusseibeh,0,7,0.0
nusseir,0,1,0.0
nurse,0,27,0.0
nurit,0,8,0.0
nuran,0,1,0.0
numbness,0,1,0.0
nullifying,0,1,0.0
numb,0,1,0.0
numbed,0,3,0.0
number,0,939,0.0
numbered,0,9,0.0
numbering,0,11,0.0
numbers,0,218,0.0
numerous,0,160,0.0
nur,0,14,0.0
nun,0,2,0.0
nunez,0,2,0.0
nunley,0,1,0.0
nunn,0,1,0.0
nuns,0,2,0.0
nuptial,0,1,0.0
nuptials,0,1,0.0
obligated,0,18,0.0
obligates,0,1,0.0
obligating,0,1,0.0
octogenarian,0,2,0.0
odai,0,4,0.0
odaisseh,0,2,0.0
odara,0,1,0.0
odayseh,0,2,0.0
odd,0,8,0.0
oddly,0,1,0.0
odds,0,40,0.0
ode,0,1,0.0
oded,0,1,0.0
odeh,0,48,0.0
odenheimer,0,1,0.0
odesa,0,3,0.0
odi,0,1,0.0
odious,0,5,0.0
odisha,0,1,0.0
odortec,0,1,0.0
odour,0,3,0.0
octopus,0,2,0.0
october7,0,2,0.0
occur,0,29,0.0
octbnyfpwp,0,2,0.0
occurred,0,117,0.0
occurrence,0,37,0.0
occurrences,0,2,0.0
occurring,0,16,0.0
occurs,0,17,0.0
ocean,0,40,0.0
oceania,0,2,0.0
oceans,0,2,0.0
ocha,0,86,0.0
ochaopt,0,5,0.0
ochoa,0,1,0.0
ocik0d8xlb,0,1,0.0
ocj4bogekh,0,1,0.0
ocm2owhkxd,0,1,0.0
oct,0,2,0.0
oct7,0,1,0.0
oct7factcheck,0,1,0.0
odpx3tih1a,0,1,0.0
odsdojrdfr,0,1,0.0
odyssey,0,2,0.0
oecd,0,2,0.0
offensiveness,0,1,0.0
offensives,0,23,0.0
offer,0,171,0.0
offered,0,164,0.0
offering,0,92,0.0
offerings,0,5,0.0
offers,0,45,0.0
office,0,657,0.0
officer,0,166,0.0
officers,0,172,0.0
offices,0,114,0.0
official,0,712,0.0
officialdom,0,1,0.0
officially,0,100,0.0
officials,0,1165,0.0
officiate,0,1,0.0
offing,0,3,0.0
offensively,0,2,0.0
offensive,0,651,0.0
offenses,0,1,0.0
ofezuofgop,0,1,0.0
oertel,0,1,0.0
oetjen,0,1,0.0
of30zaqm4v,0,1,0.0
of7clycawb,0,1,0.0
ofc,0,1,0.0
ofcom,0,1,0.0
ofer,0,41,0.0
offence,0,29,0.0
offense,0,2,0.0
offences,0,26,0.0
offend,0,2,0.0
offended,0,7,0.0
offender,0,3,0.0
offenders,0,5,0.0
offending,0,2,0.0
offends,0,2,0.0
occured,0,1,0.0
occupying,0,153,0.0
obligation,0,75,0.0
obscurant,0,1,0.0
obscured,0,4,0.0
obscures,0,2,0.0
obscuring,0,3,0.0
obsequious,0,3,0.0
obsequiousness,0,1,0.0
observable,0,1,0.0
observance,0,6,0.0
observances,0,1,0.0
observant,0,3,0.0
observation,0,18,0.0
observations,0,7,0.0
observatory,0,13,0.0
observe,0,22,0.0
observer,0,25,0.0
observers,0,82,0.0
observes,0,2,0.0
observing,0,22,0.0
obscure,0,20,0.0
obscenity,0,1,0.0
occupy,0,45,0.0
obscenities,0,4,0.0
obligations,0,70,0.0
obligatory,0,2,0.0
oblige,0,6,0.0
obliged,0,23,0.0
obliges,0,6,0.0
obliging,0,2,0.0
obliterate,0,12,0.0
obliterated,0,19,0.0
obliterating,0,5,0.0
obliteration,0,3,0.0
oblivion,0,4,0.0
oblivious,0,5,0.0
obliviousness,0,1,0.0
obnoxious,0,1,0.0
obrador,0,2,0.0
obscene,0,17,0.0
obscenely,0,3,0.0
obsess,0,1,0.0
obsessed,0,6,0.0
obsesses,0,1,0.0
obsession,0,6,0.0
obviate,0,2,0.0
obviating,0,1,0.0
obviously,0,59,0.0
ocampo,0,2,0.0
ocasio,0,40,0.0
occasion,0,34,0.0
occasional,0,11,0.0
occasionally,0,22,0.0
occasions,0,63,0.0
occup,0,1,0.0
occupancy,0,3,0.0
occupants,0,15,0.0
occupational,0,2,0.0
occupations,0,2,0.0
occupier,0,38,0.0
occupiers,0,22,0.0
occupies,0,24,0.0
obtains,0,2,0.0
obtaining,0,19,0.0
obtained,0,46,0.0
obstinacy,0,3,0.0
obsessively,0,1,0.0
obsolete,0,4,0.0
obstacle,0,60,0.0
obstacles,0,56,0.0
obstetric,0,1,0.0
obstetrician,0,2,0.0
obstetrics,0,5,0.0
obstinance,0,1,0.0
obtain,0,64,0.0
obstinate,0,2,0.0
obstruct,0,9,0.0
obstructed,0,13,0.0
obstructing,0,29,0.0
obstruction,0,11,0.0
obstructions,0,1,0.0
obstructs,0,2,0.0
npt,0,1,0.0
npe5nqjpuz,0,1,0.0
offloaded,0,2,0.0
nitsana,0,1,0.0
nitzan,0,3,0.0
nitzana,0,2,0.0
nitzarim,0,1,0.0
niva,0,1,0.0
nivine,0,1,0.0
nix,0,2,0.0
nixed,0,6,0.0
nixey,0,1,0.0
nixon,0,7,0.0
nizalowska,0,1,0.0
nizami,0,2,0.0
nizan,0,1,0.0
nizar,0,9,0.0
nizarbanat,0,1,0.0
niños,0,1,0.0
nj2gzvd0kr,0,1,0.0
nkeghyuerk,0,1,0.0
nitty,0,2,0.0
nitrate,0,2,0.0
nkkjoqewui,0,1,0.0
nitham,0,2,0.0
niqyxhild4,0,1,0.0
nir,0,17,0.0
niraj,0,2,0.0
nirhasson,0,1,0.0
nirupama,0,1,0.0
nis,0,1,0.0
nis10,0,1,0.0
nis20,0,1,0.0
nis50,0,1,0.0
nisman,0,1,0.0
nismans,0,1,0.0
nisnas,0,2,0.0
nisreen,0,6,0.0
nisrine,0,1,0.0
nissan,0,1,0.0
nissim,0,1,0.0
nitasha,0,1,0.0
nkhoziqtwu,0,1,0.0
nklsjk5ifp,0,1,0.0
npc,0,1,0.0
node,0,3,0.0
noe,0,3,0.0
noel,0,1,0.0
nof,0,2,0.0
nofal,0,4,0.0
noga,0,2,0.0
noha,0,2,0.0
noihra,0,1,0.0
noise,0,22,0.0
noiselessly,0,1,0.0
noises,0,7,0.0
noisy,0,2,0.0
nokdim,0,1,0.0
nola,0,1,0.0
nolan,0,2,0.0
nomad,0,1,0.0
nomadic,0,4,0.0
nomadnabeel,0,1,0.0
nodes,0,4,0.0
nodding,0,1,0.0
nkosazana,0,1,0.0
nodded,0,6,0.0
nl2jq8wqtt,0,1,0.0
nlodfmlgr1,0,2,0.0
nlos,0,1,0.0
nmij721lhq,0,1,0.0
nmrqqiyo2r,0,1,0.0
nna,0,5,0.0
nnltce4g5n,0,1,0.0
noa,0,4,0.0
noach,0,1,0.0
noah,0,3,0.0
noam,0,14,0.0
noaman,0,1,0.0
nobani,0,9,0.0
nobel,0,12,0.0
noble,0,27,0.0
noch,0,1,0.0
nod,0,8,0.0
nippon,0,3,0.0
nip,0,3,0.0
niou,0,1,0.0
nides,0,15,0.0
niece,0,41,0.0
nieces,0,20,0.0
niema,0,1,0.0
nieuw,0,1,0.0
nieuwsblad,0,1,0.0
nigam,0,1,0.0
niger,0,3,0.0
nigeria,0,7,0.0
nigerian,0,2,0.0
night,0,539,0.0
nightclub,0,1,0.0
nightclubs,0,2,0.0
nightfall,0,6,0.0
nightlife,0,2,0.0
nightlong,0,2,0.0
nightly,0,49,0.0
nightmare,0,60,0.0
nidham,0,1,0.0
nidalal,0,1,0.0
nioa,0,1,0.0
nidal,0,30,0.0
nicholas,0,17,0.0
nichols,0,2,0.0
nicholson,0,1,0.0
nicht,0,1,0.0
nick,0,6,0.0
nickel,0,7,0.0
nickname,0,7,0.0
nicknamed,0,6,0.0
nicola,0,2,0.0
nicolai,0,1,0.0
nicolas,0,7,0.0
nicole,0,4,0.0
nicosia,0,2,0.0
nicu,0,1,0.0
nida,0,56,0.0
nida_journo,0,1,0.0
nidaa,0,1,0.0
nightmares,0,16,0.0
nightmarish,0,2,0.0
nights,0,40,0.0
nighttime,0,11,0.0
nili,0,1,0.0
nilin,0,1,0.0
nils,0,1,0.0
nima,0,2,0.0
nimble,0,1,0.0
nimer,0,5,0.0
nimr,0,3,0.0
nimrod,0,6,0.0
nims,0,1,0.0
nina,0,3,0.0
nineteen,0,15,0.0
nineteenth,0,1,0.0
ninety,0,5,0.0
ning,0,2,0.0
ninistry,0,1,0.0
ninth,0,16,0.0
ninty,0,1,0.0
nile,0,2,0.0
nil,0,1,0.0
nikos,0,7,0.0
nijhon,0,1,0.0
nihad,0,17,0.0
nihilism,0,2,0.0
nihilistic,0,1,0.0
niilin,0,1,0.0
niilxg3x7n,0,1,0.0
niinisto,0,1,0.0
niinistö,0,1,0.0
nijm,0,1,0.0
nikolenko,0,2,0.0
nijmeh,0,2,0.0
nikki,0,12,0.0
nikkihaley,0,1,0.0
nikola,0,1,0.0
nikolai,0,1,0.0
nikolay,0,2,0.0
nikole,0,1,0.0
nomads,0,1,0.0
nomenclature,0,3,0.0
nomi,0,1,0.0
notepads,0,1,0.0
noteworthy,0,5,0.0
nothern,0,1,0.0
notice,0,76,0.0
noticeable,0,7,0.0
noticeably,0,3,0.0
noticed,0,34,0.0
notices,0,8,0.0
noticing,0,5,0.0
notification,0,16,0.0
notifications,0,4,0.0
notified,0,27,0.0
notify,0,10,0.0
notifying,0,2,0.0
noting,0,133,0.0
notion,0,29,0.0
notionally,0,3,0.0
notions,0,4,0.0
notes,0,32,0.0
notepad,0,1,0.0
northwestern,0,20,0.0
notebooks,0,3,0.0
norwayun,0,1,0.0
norwegianisation,0,1,0.0
norwegians,0,3,0.0
norwich,0,1,0.0
nos,0,2,0.0
nose,0,13,0.0
nosedive,0,1,0.0
noses,0,1,0.0
nostalgically,0,1,0.0
notable,0,21,0.0
notables,0,2,0.0
notably,0,40,0.0
notatarget,0,12,0.0
notch,0,2,0.0
notched,0,1,0.0
note,0,75,0.0
notebook,0,1,0.0
notoriety,0,1,0.0
notorious,0,31,0.0
notoriously,0,8,0.0
notre,0,3,0.0
nov,0,2,0.0
nova,0,3,0.0
novakovic,0,1,0.0
novel,0,11,0.0
novelist,0,9,0.0
novels,0,3,0.0
november,0,628,0.0
novib,0,2,0.0
novik,0,1,0.0
noviolet,0,1,0.0
novosti,0,3,0.0
novum,0,1,0.0
nowadays,0,6,0.0
nowaiver4israel,0,1,0.0
nowar,0,1,0.0
noxious,0,1,0.0
noy,0,3,0.0
noussair,0,1,0.0
nous,0,1,0.0
nouruddin,0,1,0.0
noun,0,1,0.0
nottingham,0,1,0.0
notwithstanding,0,5,0.0
noubani,0,1,0.0
noudatettava,0,1,0.0
nought,0,1,0.0
nouh,0,1,0.0
nouhou,0,1,0.0
nour,0,32,0.0
nournews,0,1,0.0
noura,0,14,0.0
noureddine,0,2,0.0
nourhan,0,1,0.0
nouri,0,1,0.0
nourish,0,1,0.0
nourishment,0,1,0.0
nourit,0,1,0.0
norway,0,39,0.0
northwest,0,53,0.0
nominally,0,5,0.0
nonexistent,0,3,0.0
nonfunctional,0,1,0.0
nongovernment,0,2,0.0
nongovernmental,0,10,0.0
nonjusticiable,0,2,0.0
nonlethal,0,1,0.0
nonmilitary,0,2,0.0
nono,0,1,0.0
nonoperational,0,2,0.0
nonpolitical,0,1,0.0
nonprofit,0,18,0.0
nonprofits,0,2,0.0
nonrecognition,0,1,0.0
nonresident,0,6,0.0
nonsense,0,13,0.0
nonsensical,0,3,0.0
nonstop,0,14,0.0
nonviolence,0,2,0.0
nonfood,0,1,0.0
nonetheless,0,36,0.0
northwards,0,4,0.0
nonessentials,0,1,0.0
nominate,0,4,0.0
nominated,0,7,0.0
nominating,0,2,0.0
nomination,0,23,0.0
nominations,0,1,0.0
nominee,0,13,0.0
nominees,0,3,0.0
nonadherents,0,1,0.0
nonaligned,0,2,0.0
nonalignment,0,2,0.0
nonbinding,0,17,0.0
nonchalant,0,1,0.0
nonchalantly,0,1,0.0
noncombatants,0,2,0.0
noncombative,0,1,0.0
noncommittal,0,2,0.0
nondescript,0,2,0.0
nonviolent,0,12,0.0
nonvoting,0,1,0.0
noodles,0,3,0.0
nooks,0,1,0.0
normality,0,6,0.0
normalization,0,2,0.0
normalize,0,1,0.0
normally,0,58,0.0
norman,0,5,0.0
normative,0,1,0.0
norpac,0,1,0.0
norris,0,1,0.0
norsin,0,1,0.0
north,0,635,0.0
northbound,0,2,0.0
northeast,0,32,0.0
northeastern,0,8,0.0
northern,0,822,0.0
northerners,0,1,0.0
northernmost,0,3,0.0
northrop,0,1,0.0
normalising,0,32,0.0
normalises,0,4,0.0
normalisers,0,1,0.0
nordic,0,3,0.0
noon,0,27,0.0
noor,0,18,0.0
noora,0,1,0.0
noose,0,4,0.0
nora,0,6,0.0
norainpalestine,0,1,0.0
norc,0,2,0.0
nordics,0,1,0.0
normalised,0,38,0.0
norethisterone,0,1,0.0
norm,0,17,0.0
normal,0,134,0.0
normala,0,1,0.0
normalcy,0,7,0.0
normalisation,0,96,0.0
normalise,0,53,0.0
offline,0,7,0.0
offloading,0,3,0.0
niche,0,2,0.0
outline,0,20,0.0
outlines,0,13,0.0
outlining,0,12,0.0
outlive,0,1,0.0
outlives,0,1,0.0
outlook,0,12,0.0
outlying,0,3,0.0
outmatch,0,1,0.0
outmatched,0,2,0.0
outnumber,0,1,0.0
outnumbered,0,6,0.0
outpaced,0,1,0.0
outpaces,0,1,0.0
outpacing,0,3,0.0
outpatient,0,4,0.0
outpost,0,49,0.0
outposts,0,97,0.0
outpouring,0,16,0.0
outlined,0,33,0.0
outliers,0,1,0.0
outputs,0,1,0.0
outlier,0,8,0.0
outer,0,7,0.0
outfit,0,4,0.0
